REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
515,25248.5,28993.8,15314.8,13998.1,16539.2,18596.4,19637.6,22175.2,26940.6,42807.2,49389.0,44755.8,46390.0,50128.7,56543.4,64796.1,63735.5,65845.1,67382.2,71195.6,67939.4,64731.7
