REF_AREA,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Developing countries,1915.18,2466.59,2244.29,2861.53,3248.62,3874.94,3297.04,4079.32,6280.04,6523.62,6071.72,6034.41,7254.48,10028.3,8610.8,9920.66,8534.48,7548.7,7731.03,9759.58
