SERIES,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
DC_TOF_WASHL,5806.35,5733.86,5816.15,6689.3,6807.08,7659.58,8037.29,7949.03,8075.36,9000.32,9569.2,9758.41,9489.84,10077.0,9584.48,8589.05,8128.9
