REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,76.3,73.8,71.2,68.5,66.0,63.1,60.5,58.0,55.7,53.3,51.4,49.5,47.6,46.0,44.4,43.2,41.9,40.6,40.0,39.3,38.7,38.1
