TIME_PERIOD,Australia and New Zealand,Central and Southern Asia,Sub-Saharan Africa,Latin America and the Caribbean,Europe and Northern America,Oceania*,Northern Africa and Western Asia,Eastern and South-Eastern Asia
2000,10.4249,1.58421,5.7664,6.83854,11.3772,2.15373,1.05925,3.86242
2005,10.7085,1.89606,5.55676,6.67606,11.3394,1.95454,0.99905,3.76806
2010,10.9675,3.43906,4.91911,6.74141,10.9151,1.5822,1.02141,5.37358
2015,10.2791,3.66598,4.80441,6.50192,10.4098,1.81925,0.91704,6.34646
2019,10.058,3.65491,4.64994,6.19867,10.2619,1.85587,0.88012,5.33087
