REF_AREA,2000,2005,2010,2015,2019
Denmark,18.4,15.1,13.5,11.9,10.8
Finland,14.7,13.0,12.0,10.6,9.6
Iceland,13.3,11.4,9.9,9.2,8.7
Norway,14.3,12.3,11.3,9.5,8.7
Sweden,13.2,11.8,10.4,9.2,8.4
