TIME_PERIOD,World,Central and Southern Asia,Sub-Saharan Africa,Latin America and the Caribbean,Northern Africa and Western Asia,Eastern and South-Eastern Asia
2022,6.8,13.7,5.7,1.4,4.9,4.2
