REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,32.34688,32.75709,33.29103,34.11763,35.21493,36.28476,37.39247,38.56694,39.76032,40.97792,42.2104,43.40638,44.67912,45.97035,47.29336,48.63877,49.9921,51.33562,52.65906,53.9729,54.82506,55.84825,56.60437
