TIME_PERIOD,World,Australia and New Zealand,Central and Southern Asia,Sub-Saharan Africa,Latin America and the Caribbean,Europe and Northern America,Oceania*,Northern Africa and Western Asia,Eastern and South-Eastern Asia
2010-2014,2.154,1.3279999999999998,4.404,2.71,1.5239999999999998,1.3039999999999998,2.0439999999999996,1.9080000000000001,5.154000000000001
2015-2020,1.3999999999999997,-0.03833333333333333,3.275,-0.9533333333333333,-0.855,0.6433333333333333,-0.6366666666666668,0.6649999999999999,4.086666666666667
