REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,0.48554,0.4616,0.44276,0.42409,0.40839,0.39441,0.37973,0.36373,0.34819,0.33511,0.32228,0.30855,0.29579,0.28227,0.27017,0.25908,0.25025,0.23705,0.22425,0.21308,0.20176,0.19241
