SERIES,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ER_PTD_MTN,24.7993,26.0117,26.8235,27.79,29.2436,29.995,31.0438,32.7257,33.6002,34.4354,35.3722,36.0805,36.7663,37.3517,37.8722,38.2998,38.726,38.9857,39.9348,40.392,40.5314,40.5902,40.5906
