REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,33.0,32.5,32.2,31.8,31.5,31.1,30.7,30.1,29.5,28.7,27.9,27.1,26.3,25.7,25.1,24.6,24.1,23.7,23.3,23.0,22.7,22.5,22.3
