REF_AREA,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,24.26,23.77,23.3,22.91,22.87,22.45,22.14,21.83,22.03,22.03,22.19,22.35,22.54,22.73,22.87,24.91,23.75,23.48
