REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,12.7,12.9,13.1,12.8,12.7,12.1,11.2,10.3,9.7,9.6,8.6,8.2,8.1,7.9,7.7,7.9,7.8,7.5,7.6,7.9,8.9,9.3,9.2
