REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
World,73.7,74.0,74.2,74.5,74.8,74.9,75.1,75.2,75.3,75.5,75.8,76.0,76.2,76.4,76.4,76.5,76.6,76.7,76.9,77.1,77.2,77.4,77.5,77.6
