REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
World,64.45,63.83,61.9,60.07,57.06,53.39,51.89,51.9,52.96,51.98,52.0,51.62,51.4,51.16,50.77,47.16,45.63,44.89,44.05,43.34,42.71,42.45,41.84,41.27
