REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
World,0.529,0.531,0.514,0.508,0.521,0.546,0.535,0.532,0.536,0.57,0.575,0.57,0.556,0.54,0.524,0.494,0.468,0.444,0.436,0.429,0.438
