REF_AREA,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
World,54.0,53.5,53.1,52.9,53.3,54.3,53.2,52.7,52.8,52.8,53.0,53.0,53.0,52.9,52.7,53.0,53.8
