REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,14.61,14.49,14.17,14.06,14.19,14.38,14.54,14.72,14.5,14.25,14.25,14.37,14.59,14.48,14.43,14.25,14.04,13.88,13.74,13.59,13.53,13.57
