REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,2.45,0.74,1.13,1.76,2.89,2.44,2.63,2.69,0.79,-1.92,3.23,1.95,1.61,2.0,1.98,2.03,1.75,2.26,2.1,0.61,-0.35,2.39,0.54
