TIME_PERIOD,World,Northern Africa,Northern America,Eastern Asia,Southern Asia,South-Eastern Asia,Australia and New Zeland,Central Asia,Western Asia,Europe,Sub-Saharan Africa,Latin America and the Caribbean,Oceania*
2018,9.9,12.1,4.0,5.7,16.3,7.3,2.2,7.3,11.2,4.2,18.2,7.0,23.3
