REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,72,73,72,74,76,77,78,78,81,83,83,84,84,84,85,85,86,86,86,86,83,81
