TIME_PERIOD,Denmark,Finland,Iceland,Norway,Sweden
2015,320.34864,83.29777,52.70047,124.59462,185.53576
2016,302.85168,87.87681,60.4692,127.47736,189.41512
2017,307.91871,91.06561,59.06147,128.77021,194.11222
2018,256.54569,75.72664,61.39509,120.82387,198.40083
2019,315.61215,74.19303,62.57607,132.23516,200.97583
