REF_AREA,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
515,14192.1,28304.6,31449.5,41509.4,42269.6,44971.4,44708.8,53415.9,56589.0,55509.9,61998.0,56916.7,63765.9,60809.6,57549.9,67068.4,52535.9
