REF_AREA,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,3.70214,3.54704,3.52859,3.74394,3.78305,4.03732,4.19261,3.75378,3.74867,3.87541,4.07667,4.17024,2.40779,2.54357
