REF_AREA,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
World,64.9601,65.23756,65.24111,66.71225,67.07676,67.56313,68.19529,68.93348,69.68882,71.23592,72.72588,74.18198,74.81827,75.00993,74.62616,74.46051,74.38652,74.54593,74.63037
