REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,14.64,14.34,14.39,14.82,15.31,15.37,15.69,15.94,15.82,15.07,15.73,15.89,15.86,15.93,16.12,16.21,16.21,16.36,16.47,16.33,16.47,16.71,16.73
