REF_AREA,2012,2014,2015,2016,2017,2018,2019
Finland,,,100.0,100.0,100.0,100.0,100.0
Norway,79.8867,84.9057,85.9375,93.0851,97.0509,98.0874,98.01
Sweden,,,0.0,0.0,0.0,0.0,0.0
