REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,30.7,29.9,29.0,28.1,27.1,26.2,25.3,24.5,23.7,23.0,22.4,21.8,21.0,20.6,19.9,19.5,19.0,18.5,18.4,18.1,17.9,17.6
