REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,1356685.06734,773130.50773,590311.34865,549570.5644,699234.49653,954072.51631,1413371.30474,1906638.144,1488307.5531,1173741.49508,1393014.21156,1613465.19687,1469073.07345,1468366.96284,1411830.03963,2056416.3782,2003453.67989,1644871.85675,1375436.89759,1707830.12621,961983.21319,1478137.05478,1294738.22819
