REF_AREA,2005,2010,2015,2016,2017,2018,2019,2020,2021
Least Developed Countries,48.0872,53.7295,63.8326,64.826,65.9754,67.3158,66.2951,63.8685,64.0713
Developing regions,40.7248,43.969,49.4408,49.7293,51.0966,52.1259,52.16,53.1657,54.6032
