REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,1149.69,1134.89,1149.4,1204.71,1284.16,1323.97,1395.0,1461.89,1462.62,1359.01,1464.17,1510.3,1529.07,1559.68,1606.97,1645.81,1671.02,1722.82,1771.0,1781.1,1723.15,1834.85,1874.5
