REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,5.35,6.81,9.15,10.82,12.64,15.6,17.3,20.3,22.8,25.4,28.5,31.0,33.5,35.4,37.5,40.0,43.0,45.6,49.0,53.7,59.6,62.6,66.3
