TIME_PERIOD,Australia and New Zealand,Central and Southern Asia,Sub-Saharan Africa,Latin America and the Caribbean,Europe and Northern America,Oceania*,Northern Africa and Western Asia,Eastern and South-Eastern Asia
Severe,1354.1,416577.0,293760.0,93454.4,17178.6,,55422.0,45374.6
Moderate,2377.3,395445.0,415670.0,174219.6,71879.6,,125410.0,198471.4
