TIME_PERIOD,Denmark,Finland,Iceland,Norway,Sweden
2018,37.43,42.0,38.1,41.42,43.55
2019,37.43,41.5,38.1,40.83,47.28
2020,39.66,46.0,38.1,41.42,46.99
2021,39.66,46.0,39.68,44.38,46.99
2022,39.66,45.5,47.62,44.97,46.13
