REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
World,800.941,818.856,831.08,860.473,871.994,907.193,929.958,959.102,984.921,1009.27,1022.14,1055.16,1079.74,1108.44,1133.89,1160.02,1182.78,1215.12,1265.03,1317.35,1341.75
