SERIES,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ER_RSK_LST,0.81313,0.8124,0.81142,0.81008,0.80723,0.80445,0.80078,0.79784,0.79385,0.79056,0.78777,0.78403,0.78077,0.77749,0.77403,0.7705,0.76811,0.76521,0.76169,0.75847,0.75386,0.75152,0.74802,0.7442,0.74054,0.73685,0.73422,0.72994,0.72743,0.72474,0.72006
