REF_AREA,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,0.52,0.49,0.46,0.45,0.5,0.5,0.45,0.46,0.46,0.45,0.44,0.45,0.44,0.45,0.5,0.5,0.5,0.53,0.53,0.48,0.45
