REF_AREA,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,4586.66,5239.62,4620.01,5464.12,6691.78,2976.47,2664.63,3335.12,3845.83,3707.52,2734.55,2170.99,1484.73,1026.56,924.711,513.042,507.751,367.071,268.951,230.695,217.738,209.636,197.798,185.729,77.5086,11.6571,0.00459
