REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,179.447,177.267,163.607,145.406,142.822,129.646,145.53,167.075,151.784,148.611,149.282,145.728,145.453,160.754,195.675,216.417,227.946,260.972,297.285,307.876,311.399,310.6477
