REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
World,0.37246,0.4058,0.4512,0.49441,0.50304,0.5362,0.57162,0.60518,0.63541,0.64334,0.63916,0.64616,0.66492,0.68743,0.71604,0.75299,0.72783,0.73763,0.74805,0.76278,0.78455
