REF_AREA,2005,2011,2013,2014
Denmark,100.0,99.75,100.0,99.0
Finland,100.0,100.0,100.0,100.0
Iceland,99.32,99.42,99.81,100.0
Norway,100.0,100.0,100.0,99.42
Sweden,99.04,99.13,99.63,99.69
