REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,63.451,60.7944,58.8333,59.5205,62.3325,63.5543,66.3215,67.2756,63.3277,55.9836,57.9878,61.073,61.2258,61.3603,60.7006,60.2126,61.1973,61.408,62.1725,61.7215,52.215,57.8618
