REF_AREA,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,0.9646,1.15318,1.23499,1.18194,1.021,0.70517,0.60707,0.65358,0.80293,0.66527,0.46157,0.85124
