REF_AREA,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,2190414971,2174525334,2126650431,2039570504,1927720677,1800668176,1764543232,1755929737,1754635513,1742372618,1734013520,1653289348
