REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
World,29.3,28.3,26.9,25.6,23.7,21.7,20.9,19.6,18.8,17.9,16.3,14.2,13.2,11.7,11.2,10.8,10.5,9.7,9.0,8.5
