REF_AREA,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
World,64.57443,64.86454,64.87545,66.35662,66.7422,67.24315,67.88973,68.64874,69.42532,71.05113,72.71833,74.18324,74.90626,75.13614,74.74211,74.42805,74.2901,74.60566,75.34811
