TIME_PERIOD,Denmark,Finland,Iceland,Norway,Sweden
2015,21.95241,6.46479,0.37981,2.0635,3.42713
2016,23.9858,5.45411,0.35331,2.01384,3.42713
2017,24.22385,5.45411,0.39408,2.04646,3.42713
2018,29.73167,6.63979,0.39408,2.04646,3.42713
2019,24.94116,7.11406,0.39408,2.04646,3.42713
