REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
World,49,50,50,51,52,53,53,54,55,56,57,59,60,61,62,64,65,66,67,69,70,71
