REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,26.23205,27.63353,28.45114,28.90615,30.5072,31.76357,33.53525,34.5096,35.61373,37.06892,38.30186,39.0452,39.88919,41.11664,42.48411,43.16437,43.71671,44.22647,44.71184,45.04974,45.5507,45.59503,45.62442
