TIME_PERIOD,Australia and New Zealand,Central and Southern Asia,Sub-Saharan Africa,Latin America and the Caribbean,Europe and Northern America,Northern Africa and Western Asia,Eastern and South-Eastern Asia,World
2019,9.041,4.686,1.6209999999999998,1.243,47.291,5.204000000000001,11.636000000000001,22.8
