REF_AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,6.07,6.18,6.43,6.54,6.42,6.34,6.06,5.85,5.87,6.46,6.34,6.19,6.14,6.11,5.98,6.01,6.0,5.87,5.69,5.54,6.89,6.18,5.76
