TIME_PERIOD,Central and Southern Asia,Sub-Saharan Africa,Latin America and the Caribbean,Europe and Northern America,Oceania*,Northern Africa and Western Asia,Eastern and South-Eastern Asia
2021,4.44,8.29,5.72,6.35,8.91,6.47,5.87
