TIME_PERIOD,Denmark,Finland,Iceland,Norway,Sweden
2015,128985.92359,,,325769.85413,7623.59593
2016,196138.69634,,,277099.38005,22391.08449
2017,63904.508,21726.14198,,284724.59209,17226.29232
2018,208070.59563,165213.40064,475911.32777,94811.07493,6489.05665
2019,249039.03227,,,,
2020,197792.00181,,,,
