TIME_PERIOD,World,Central and Southern Asia,Sub-Saharan Africa,Latin America and the Caribbean,Europe and Northern America,Oceania*,Northern Africa and Western Asia,Eastern and South-Eastern Asia
2022,29.8,21.39,15.68,44.22,38.9,44.95,23.59,25.12
