REF_AREA,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Total,7433.89117,7025.55225,7950.49303,9601.66923,8721.79238,10228.47685,10292.124,12058.39787,10146.80188,11560.31483,15841.29988,20368.42165
